Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S08441,Science,47,95,One become year heavy provide feeling car work nation appear way admit writer.,95.0,61.4
S00407,History,46,100%,Think provide plant general language early final remain weight.,100.0,62.199999999999996
S05546,Geography,68,100%,Newspaper place relate management military argue show not able.,100.0,77.6
S07130,Math,94,90,Professional color woman necessary local way summer us score whatever executive.,90.0,92.8
S08936,Math,61,80%,Site own wide evidence various language day exist manage meet.,80.0,66.69999999999999
S11285,Math,62,-5,Drop important attack maybe reduce fall them term.,5.0,44.9
S01458,English,55,90,Smile may wonder very series certain growth language million there.,90.0,65.5
S05145,Geography,52,100%,While coach or military else can hear.,100.0,66.4
S11745,Math,46,95,Decision possible special opportunity big popular.,95.0,60.699999999999996
S03855,Science,95,95,Future than west compare machine fine business recognize whose there various.,95.0,95.0
S00879,History,47,80%,Stock people lose baby film final course only say account.,80.0,56.9
S06148,History,95,100%,Concern training former religious force including training enough player care.,100.0,96.5
S09429,Geography,107,-5,Buy society accept ever six produce wall television practice light individual consumer nation.,5.0,76.39999999999999
S05784,Math,104,80%,Call sound least low check buy rest if lay board.,80.0,96.8
S04003,Math,109,90,Lose really third music benefit base else become.,90.0,103.3
S02562,Geography,90,80%,Affect seat along finish magazine expect tend.,80.0,87.0
S08348,Arabic,101,-5,Week him himself spend stop bag.,5.0,72.19999999999999
S04574,English,96,90,Price somebody mission four character stage break recently.,90.0,94.19999999999999
S07661,History,101,95,,95.0,99.19999999999999
S10008,English,60,95,Ability include control part agree before short certainly its employee important despite.,95.0,70.5
S11027,History,48,100%,Successful half with tell explain wear represent for meet.,100.0,63.599999999999994
S02387,Science,47,95,Year attention discussion day tough necessary action ok right.,95.0,61.4
S08174,Science,58,80%,Common often much growth pass board public century work reason Congress.,80.0,64.6
S08296,Science,83,-5,Reason official agree whom with real game administration chance either job.,5.0,59.599999999999994
S05715,English,94,90,As four avoid would prove type research.,90.0,92.8
S11358,Arabic,75,100%,Early though ok travel whatever production woman senior pattern measure industry.,100.0,82.5
S00990,Math,98,-5,,5.0,70.1
S08965,Geography,64,-5,Discover significant forget camera future shoulder activity others compare some choose.,5.0,46.3
S03174,History,54,100%,Daughter he since candidate quite oil health.,100.0,67.8
S03960,Math,41,80%,Five which police nice whatever heart easy last course weight suffer entire part.,80.0,52.7
S07349,History,91,90,Matter somebody actually example and work woman nation it morning attention artist heart.,90.0,90.69999999999999
S01400,Geography,80,80%,Practice create research together establish hand all lose really guess.,80.0,80.0
S02308,English,77,90,Explain actually major little international oil.,90.0,80.9
S02402,Geography,108,80%,Tell local day necessary deal answer commercial civil catch.,80.0,99.6
S03488,Math,52,-5,Prevent mind allow rise benefit ready rather light computer.,5.0,37.9
S04783,History,62,-5,Onto heavy ball someone summer blue before structure red summer test south soon.,5.0,44.9
S01298,Math,55,90,Eye where doctor for citizen budget race.,90.0,65.5
S09078,Science,55,80%,For everyone lot dinner something economy character resource lead sign ask.,80.0,62.5
S10350,Geography,73,95,War color most among great offer agree first police affect.,95.0,79.6
S01076,Geography,76,-5,Painting before himself agree baby page form.,5.0,54.699999999999996
S08894,History,73,-5,High somebody bank draw politics small.,5.0,52.599999999999994
S10492,History,110,-5,Whole drug moment write far force good entire reason evidence.,5.0,78.5
S03408,Arabic,54,80%,Truth sort sea special manage travel view force life.,80.0,61.8
S03269,Science,96,-5,Southern test close care news city Congress ground she cost scientist author term.,5.0,68.69999999999999
S10028,Arabic,84,-5,Able west recent himself similar author.,5.0,60.3
S10005,English,65,-5,Home interview president scientist likely professional machine clear.,5.0,47.0
S01403,Arabic,93,90,Image best wife song scene ability write plant tax.,90.0,92.1
S08512,Science,103,90,Music green peace with may wrong send people Mr table something smile story.,90.0,99.1
S08835,Math,89,90,,90.0,89.3
S01623,Geography,93,100%,Child well responsibility my return case participant early question let.,100.0,95.1
S02776,Science,58,-5,Mrs director expert product east can keep bar.,5.0,42.099999999999994
S04099,Arabic,82,95,Film loss manage power my our to list national owner place admit return.,95.0,85.9
S04493,Arabic,74,95,Best believe board raise weight light east well specific.,95.0,80.3
S04597,Science,89,100%,Top drug debate fund instead parent worry happy.,100.0,92.3
S01637,Math,59,90,Debate company look financial onto threat amount bad street region none around.,90.0,68.3
S11634,English,91,100%,Range us coach church article goal.,100.0,93.69999999999999
S03335,Science,94,-5,Turn miss realize best unit scientist hundred.,5.0,67.3
S05634,Science,95,-5,Top road art director your professional bed.,5.0,68.0
S00695,Arabic,56,80%,Close thing pressure crime or professional half suddenly painting door can soldier sometimes.,80.0,63.199999999999996
S06963,History,86,95,Doctor much rest name commercial commercial rock newspaper listen fight.,95.0,88.69999999999999
S02029,English,105,100%,Game with describe art grow number ok increase soon.,100.0,103.5
S01824,History,72,100%,Nothing activity when management alone phone child draw artist cell.,100.0,80.4
S02317,History,67,80%,Develop operation shoulder budget law fine return fall.,80.0,70.9
S09099,Math,103,90,White her five language development continue data offer physical question matter and treatment.,90.0,99.1
S09658,Arabic,88,95,News future religious pick body sport else.,95.0,90.1
S03842,History,55,95,Record news play strategy two research.,95.0,67.0
S03567,Arabic,101,90,,90.0,97.69999999999999
S05892,History,44,80%,Peace rich above perform listen indeed citizen.,80.0,54.8
S03460,Arabic,83,100%,Improve note appear prevent often entire yeah edge clearly course third feeling support.,100.0,88.1
S10993,History,52,80%,Effect production people other suddenly while past own policy sometimes student develop.,80.0,60.4
S10159,English,92,90,Everybody thing significant color large six bank authority necessary.,90.0,91.39999999999999
S10788,English,71,100%,Put seven wall range free old project ok wall ago activity.,100.0,79.69999999999999
S06529,History,110,95,Front create begin perform civil mother country air measure network.,95.0,105.5
S08393,Science,70,95,Market pass thus hand stand measure employee owner billion performance official.,95.0,77.5
S11687,History,82,-5,Up senior eight century plan test little type success single argue wait.,5.0,58.9
S01904,Arabic,72,90,Determine member begin community success land resource knowledge general unit perhaps.,90.0,77.4
S09030,Math,106,-5,Agree among vote third win force I off system ago travel process stuff.,5.0,75.69999999999999
S09523,English,79,-5,,5.0,56.8
S03834,English,46,95,Design film guy use just talk including wear into task might consider collection.,95.0,60.699999999999996
S07547,Arabic,59,90,Remember together weight tell teacher society national fall early more language.,90.0,68.3
S06933,History,88,95,,95.0,90.1
S08286,Math,98,-5,Measure entire particularly majority plant pass personal spend.,5.0,70.1
S07579,Arabic,84,80%,Friend room scientist all nice east certain next machine feel enjoy.,80.0,82.8
S03317,Science,52,95,Security citizen door off save soldier pay ten south research leave.,95.0,64.9
S07603,Math,91,90,Rate rather attorney her interesting number image instead share fish leg.,90.0,90.69999999999999
S00147,Math,63,-5,Above box reflect water newspaper newspaper capital wear key health marriage.,5.0,45.599999999999994
S04346,Geography,104,90,Learn maybe clearly spend next discussion best mission shake.,90.0,99.8
S00740,History,92,90,International either will individual board agent.,90.0,91.39999999999999
S00545,History,109,80%,,80.0,100.3
S11954,Math,102,80%,,80.0,95.39999999999999
S09779,Math,71,100%,Program born partner seat catch in agent oil policy.,100.0,79.69999999999999
S06391,Math,59,95,Rate information against require learn per radio exist let rich car.,95.0,69.8
S04323,Arabic,63,90,Its second difference chair that fall authority kitchen whom.,90.0,71.1
S08717,Science,45,100%,Month raise church material newspaper town start his child daughter run.,100.0,61.5
S00160,Math,101,100%,Sit decade free mention issue thing all cold future test actually message attack.,100.0,100.69999999999999
S04529,History,96,100%,When surface within notice tend audience involve anyone campaign sort generation.,100.0,97.19999999999999
S06726,Arabic,101,-5,Open one class sometimes meet number off company those.,5.0,72.19999999999999
S10188,Math,100,95,Approach street away everything star whatever son particularly.,95.0,98.5
S02381,Geography,100,90,,90.0,97.0
S09792,Arabic,93,90,Standard arm read direction born ahead also Mrs guess ready box commercial.,90.0,92.1
S09557,Geography,75,100%,Old another fund weight open itself treat.,100.0,82.5
S10511,Math,103,100%,Per forget worry country practice story different quickly guess daughter serious the.,100.0,102.1
S09098,History,60,100%,Food parent action accept president less seven.,100.0,72.0
S09653,Arabic,62,80%,Remember help itself probably least show around miss friend field break opportunity fight.,80.0,67.4
S09310,History,88,80%,Response up father enjoy one oil wind.,80.0,85.6
S02488,History,52,90,Approach focus country tend never recently spend question activity mouth.,90.0,63.4
S05579,Science,84,-5,Itself coach people recent nature amount thousand medical stand report play single image peace.,5.0,60.3
S04966,Arabic,56,90,Product election improve likely benefit off full.,90.0,66.19999999999999
S01208,Arabic,70,100%,Seek hotel during professor offer production clearly wall box hospital up talk.,100.0,79.0
S02270,Arabic,61,95,Create like industry agent page try forget pass organization.,95.0,71.19999999999999
S05267,Arabic,47,-5,,5.0,34.4
S03899,Arabic,82,95,Past hear difference small study present throughout network face.,95.0,85.9
S08376,Geography,98,80%,,80.0,92.6
S06033,Arabic,104,80%,Quality question soon set dark political can stand interview court then certain.,80.0,96.8
S10349,Science,69,90,Feel computer sport anyone manage little election letter.,90.0,75.3
S08620,Science,69,-5,Bank never kind strong nor offer TV tend market argue.,5.0,49.8
